code	product_name	ingredients_text	categories	brands	countries	countries_tags
3004440401226	Haldiram's Dal Biji				en:India	en:india
3017620425035	Nutella	Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline. Sans gluten	Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes,Pâtes à tartiner aux noisettes et au cacao	nutella	Algeria,Belgium,Bulgaria,France,Germany,Guadeloupe,India,Italy,Luxembourg,Martinique,Morocco,Réunion,Spain,Switzerland,Tunisia,United Kingdom,United States	en:algeria,en:belgium,en:bulgaria,en:france,en:germany,en:guadeloupe,en:india,en:italy,en:luxembourg,en:martinique,en:morocco,en:reunion,en:spain,en:switzerland,en:tunisia,en:united-kingdom,en:united-states
3017932033003	Amul butter scotch ice cream	Milk solids, sugar, cashew chikki (12%) (sugar, cashew pieces, liquid glucose, ghee), emulsifier (471), stabilizers (407, 412, 466, 415), artificial flavouring substances (butterscotch), colour (102). Allergen Information: Contains milk, nuts	Ice cream in a box		en:india	en:india
3018499009135		salt	mononitrate		en:india	en:india
3018764042904	Thumsup	juce			en:India	en:india
3018764061257	Diet coke				India	en:india
3031336700026		100% MILK FAT	Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters, Butter fat, Clarified butter, Ghee		en:India	en:india
3033490165420	Yaourts Gervais Aux Fruits, 24x50g 18+6 Gratuits			Gervais	France, Inde	en:france,en:india
3034027802009	Mont dore eau petillante				en:in	en:india
3034425020050					en:India	en:india
3034660302416			Non food products, Open Products Facts		India	en:india
3045320524147	Raspberry preserve		Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Aliments à base de fruits et de légumes, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges	Bonne Mamas	en:in	en:india
3046920028004	Extra fine dark chocolate	Cocoa mass, sugar, cocoa butter, vanilla.	Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa,Extra fine dark chocolates	Lindt & Sprüngli	Australia,Belgium,Bulgaria,Canada,Czech Republic,Denmark,Estonia,France,Germany,Hungary,India,Ireland,Italy,Lebanon,Morocco,Netherlands,Portugal,Serbia,Spain,Sweden,Switzerland,United Kingdom	en:australia,en:belgium,en:bulgaria,en:canada,en:czech-republic,en:denmark,en:estonia,en:france,en:germany,en:hungary,en:india,en:ireland,en:italy,en:lebanon,en:morocco,en:netherlands,en:portugal,en:serbia,en:spain,en:sweden,en:switzerland,en:united-kingdom
3047063093522	Good Day		Biscuit	BRITANNIA	en:india	en:india
3047393020946	Alpenliebe juicyfills (12)				en:India	en:india
3047686401018	Everest Kutilal				en:India	en:india
3047719127915					en:india	en:india
305000001769039	Garlic sev	besan,oil,garlic,salt	Snacks	Food bazar	India	en:india
305000002015062	dal moth	Masoor dal,besan salt,oil	Snacks	food bazaar	India	en:india
3052910029562				Monin	en:India	en:india
3052910041069				Monin	en:India	en:india
3052911219214	Sirop			Monin	Inde	en:india
3052911219733	watermelon			monin	en:India	en:india
3052911219849	bleu curacao			monin	en:India	en:india
3052911220388	Hazelnut syrup			Monin	en:India	en:india
3052911220449	MONIN Irish and syrup				en:India	en:india
3052911225413	pina colada			monin	en:India	en:india
3052911547546	spiced jamun			monin	en:India	en:india
3052911582172	cranberry			monin	en:India	en:india
3052911627613	raw mango			monin	en:India	en:india
3054001051612					en:india	en:india
3064360446974					en:india	en:india
3064860042904	Thums up 2.25L				en:India	en:india
3071657302332			Chips		en:india	en:india
3073781051872	Queso		Dairies, Fermented foods, Fermented milk products, Spreads, Cheeses, Salted spreads, Cheese spreads	picon	India,España	en:india,en:spain
3073781103519	The Laughing Cow Creamy Cheese			The Laughing Cow	en:in	en:india
3087162171448	Ice cream				en:India	en:india
3087690080946					en:India	en:india
3088545004445	Lune De Miel Honey100		en:honeys	Lune decMiel	en:India	en:india
3090081006388	Yippee			sunfist	en:India	en:india
3117303000723					en:india	en:india
3118860175091					en:India	en:india
3140307503037					India	en:india
3141139583389					en:india	en:india
3142567883300	Compact powder			Me-on	en:India	en:india
3147014003171	Top romen curry 280g				en:India	en:india
3154230805458	HERTA TARTE EN OR Pâte Feuilletée LOT 2+1 OFFERTE	Farine de BLÉ, Eau, Huiles végétales (palme, colza), GLUTEN de BLÉ, Alcool, Sel, Jus de citron concentré, Levure désactivée. Peut contenir : LAIT, SOJA, MOUTARDE.	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Meals, Cereals and their products, Pizzas pies and quiches, Cooking helpers, Pie dough, Salted pies, Baking Mixes, Frozen baking mixes, Refrigerated baking mixes, en:pies, Pâtes feuilletées	HERTA, Tarte en or	India, en:france	en:france,en:india
31593011					en:India	en:india
3162648019725					en:India	en:india
3168930007432	Chips barbecue	potatoes 61%, sunflower oil, rapeseed oil, flavour (sugar, aroma ( soy ), bread crumbs ( wheat ), flavour enhancer (sodium glutamate), paprika, onion powder, tomato powder, garlic powder, corrector of acidity (citric acid, malic acid), colour(paprika extract), smoke flavourings), salt,	Plant-based foods and beverages, Dairies, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Sweet snacks, Appetizers, Chips and fries, Confectioneries, Crisps, Potato crisps, Candies, Flavoured potato crisps, Barbecue crisps, Dairy by-products, en:potato-crisps-in-sunflower-oil	Lay's, Lays	Belgique,France,Inde	en:belgium,en:france,en:india
3182550721738	RC CAT DRY FCN HAIR SKIN 2KG		Open Pet Food Facts	Royal Canin	India	en:india
3194063577061	Kitkat sense			KitKat	en:India	en:india
3204223938343	Multigrain Bagel			Goodly	en:India	en:india
3214578132149			Olive oils		en:india	en:india
3225111101102	Suggi peanuts				India	en:india
3228470052177	Intense Arabica		Aliments et boissons à base de végétaux,Aliments d'origine végétale,Cafés,Cafés moulus	L'Or	France,Inde	en:france,en:india
3245990255307	Hennessy VS COGNAC	cognac	Beverages, Alcoholic beverages, Distilled beverages, Hard liquors, Liqueurs	Hennessy	en:IN	en:india
3254560453654	Knacks x10 350g prix choc	saucisses Strasbourgl Viande de porc eau, gras de porc, protéines de lait, sel, sucre, arôme ; antioxydant : ascorbate de Sodium , colorants : extrait de paprika, carmins ; arôme de fumée ; conservateur nitrite de sodium ; fumée liquide, Traces éventuelles dloeuf, gluten, soja.		Auchan	France,India	en:france,en:india
3258831003982	Dijon Mustard	Mustard seeds (32%), vinegar (31%), water (31%), salt (6%).	Condiments, Sauces, Mustards, Dijon mustards, Groceries	Delouis Fils,Delouis	India	en:india
3260420053216	apple beer		en:apple-juices	chinar	en:India	en:india
3265490008012			Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Produits à tartiner salés, Cafés, Grains de café, Grains de café torréfiés	Roger Vidal	France,India	en:france,en:india
3266140061852	Raviolis aux tomates confites et romarain			Saint-Jean	en:India	en:india
3268840001009	Ggggg	Ggggggg	Snacks	Gggg	en:India	en:india
3274870545429	gurubandi giri				en:India	en:india
3281780055511	Pierre Martinet Mon taboulé a poulet à la ciboulette la barquette de 300 g	semoule de blé dur réhydratée 49%, légumes (poivrons, tomates, oignons), poulet cuit assaisonné 9,5% (viande de poulet (Origine : UE) 8,4%, eau, sel, poivre), maïs, jus de citron à base de concentré, huile d'olive vierge extra, huile de colza. ciboulette, épices, sel, arôme, conservateur : sorbate de potassium. consommer jusqu'au : voir côté de la barquette. 0 809 400 708 e vvvvvv.ntartinet.fr	Plats préparés, Taboulés	Pierre MARTINET	France, Inde	en:france,en:india
3297387000137	Achard legumes	Légumes (81%) (carotte, chou, haricot vert, concombre), huile de tournesol, oignon, vinaigre, gingembre, ail, curcuma, sel, piment, antioxydant : acide ascorbique.	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Pickles, Légumes et dérivés, Légumes en conserve, Pickles d'origine végétale, en:vegetable-pickles, Légumes au vinaigre, Pickles de légumes mélangés, Achards de légumes, Légume & champignon (transformé/préparé), Légume & champignon (transformé/préparé) ∣ 82939	Royal Bourbon	France, en:india, La Réunion, France - La Réunion	en:france,en:india,en:reunion,fr:france-la-reunion
3336590080045	Huile D'olive  Vierge extra	Huile d'olive de qualité supérieure obtenue directement des olives et uniquement par des procédés mécaniques.	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils	Cauvin	France,India	en:france,en:india
33658995					en:IN	en:india
3379140002890	Lijjat Papad		Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Papadum	Lijjat	France,India	en:france,en:india
3389090011088			Meats and their products, Meats, Prepared meats, fr:Charcuteries diverses, Terrines, Blood sausage terrines	Une histoire de goût	France,Inde	en:france,en:india
3389456789345		فستق، زبدة كاكاو، شوكولاتة بالحليب زيت زيتون حشوة الفستق كنافة Pistachio, Cocoa Butter, Milk Chocolate Olive, Pistachio filling, Kunafa المواد المسببة للحساسية ALLERGENTS الفستق اللوز الصويا، الحليب، دقيق القمح Pistachio,Almond Soy, Milk, Wheat Flour	Kunafa,Chocolate		en:india	en:india
3394610000404	Rillettes de saumon	Ingrédients Saumon 40% et saumon fumé au bois de hetre 15% crème fraiche, jus de citron' (eau concentré de jus de citron antioxydant acide ascorbique), oignons, moutarde' (eau, graines de moutarde, vinaigre, se acidifiant ciboulette, épaississants : gomme xanthane et protéines de lait, sel et poivre, 'Contient des sulfites acide citrique) guar, lactose	Produits de la mer, Poissons et dérivés, Poissons, Viandes et dérivés, Produits à tartiner, Viandes, Charcuteries, Produits à tartiner salés, Rillettes, Préparations de poisson, Rillettes de poissons, Rillettes de saumon, en:preparations-made-from-fish-meat	Le Père Eugène	France, en:india	en:france,en:india
3415581117189	Caramel Biscuit & Cream Ice Cream	Caramel Ice Cream (89%) (Cream (35.4%), Caramel Base (24.0%) (Water, Dried Glucose Syrup, Milk, Sugar, Wheat Glucose Syrup, Salt, Natural Flavouring Substance: Vanilla), Condensed Skimmed Milk, Sugar, Water, Egg Yolk), Biscuit Pieces (11%) (Refined Wheat, Flour, Sugar, Edible Vegetable Oil (Coconut Oil), Edible Vegetable Oil (Rapeseed Oil), Icing Sugar, Concentrated Butter, Candy Sugar, Raising Agent (Sodium Bicarbonate), Emulsifier (Soy Lecithin), Salt, Cinnamon Powder.	Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream tubs	Häagen-Dazs	Singapore,Malaysia,Indonesia,India,Guam,Thailand	en:guam,en:india,en:indonesia,en:malaysia,en:singapore,en:thailand
3420301704808	India's Magic Masala		Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps	Lay's	India	en:india
3441350800006	Gingelly oil			Madhuram	en:India	en:india
3496872010112					en:India	en:india
3499320010092	cetaphil			gentle foaming	en:India	en:india
3529060691401			Drinks		en:india	en:india
3530020101045	CRANBERRY			Orino	en:India	en:india
3533631197001	PACK 4X50CL LAIT CROISSANCE CANDIA			Candia	en:India	en:india
3533840751593256					en:india	en:india
3537063142363	Britannia nutri choice oats				en:India	en:india
3538280055931	Chewing gum Green Fresh pack de 4			Hollywood	France, Inde	en:france,en:india
3541879797808	pav bhaji masala			catch	en:India	en:india
3558632603689	Punk cola flavour			Candy stick	en:India	en:india
3564706633872	Torti surimi	Pates alimentares cuites 3% semoule de blé dur, sell: eau; surimi 15% (eal, chair de poisson, amidon dont ble amidon modifie huile de soja sucre, set colorant: extrait de paprika, stabilisants: E450, E451); huile de colza; poivron rouge; vinagre d'alcool; jus de cron à base concentré; amidon modifié de pomme de teme; whisky; vinaigre de xeres; moutarde aan de moula d'alcool, se); sel; sucre ; jaune d'oeuf en poudre; congervateur: E202; ciboulette des ha épaississant: gomme xanthane; poivre; échalote déshydratée; poudre de betterave; artimes caramel ordinaire. Traces de: céleri, autres céréales contenant du gluten, crustacés graines de sésame et soja.	Snacks, Salty snacks, Appetizers, en:pasta-salads	Menu Fraîcheur	India, en:france	en:france,en:india
3578840003637	Caillé de brebis				en:India	en:india
3583783834125	Sports Drink			Decathlon	en:India	en:india
3583785253559			Protein bars		en:India	en:india
3583787688250	Sports Drink Orange Flavour	Water, Sugar, Apple Juice Concentrate (2%), Acidity Regulators (330&331), Magnesium sulphate (518),Nature identical flavoring substances (Orange), Salt, Preservative (202), Vitamins (E, B6, B1, B12), COLOUR (110) ADDED ORANGE FLAVOUR	beverages	Decathlon,Aptonia	India	en:india
3589008712001	Fortune export total balance oil 5l				en:India	en:india
359431092444516					en:India	en:india
3596710496037	Feuilletée		en:puff-pastry-sheets, Aides culinaires, en:Refrigerated cooking helpers	Auchan	en:India, France, Monde	en:france,en:india,en:world
3599741005421	Frites croustillant bistro express	Pommes de terre 92%, huile de colza, dextrose	Surgelés, Pommes de terre normales préfrites surgelées, Frites surgelées micro-ondables	Findus	Inde, en:fr	en:france,en:india
3600542143608	Garnier fructis reparing papaya hair food			Garnier	en:India	en:india
3607264512156	Cadbury celebrations			chocolates	en:India	en:india
3608393247841	Whey Isolate - Chocolate Fudge			Decathlon	en:India	en:india
3608393248411	Energy Gel			Decathlon	en:India	en:india
3608393248428	Double Chocolate Protein Bar			Decathlon	en:India	en:india
3608580719007	Confiture cherry reserve				en:in	en:india
3610400034689					en:India	en:india
3614224028121					en:India	en:india
3622447700002			iol		en:India	en:india
3635367399947					en:India	en:india
3653584142078	acetic acid		Acid	sarwar	en:India	en:india
3653584142108					en:india	en:india
3657164808026					en:India	en:india
3662956051603	Tang				en:India	en:india
3667063035256	milk bikis	REFINED WHEAT FLOUR (MAIDA), SUGAR, INTERESTERIFIED VEGETABLE FAT & REFINED PALM OIL MILK PRODUCTS (8.7%) [MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK, LIQUID GLUCOSE, EDIBLE 4AZE STARCH, RAISING AGENTS (503(Ü), 500(i) & 3410), EMULSIFERS 322(0) &471], IODISED SALT, MINERALSHt, ARTIFICIAL (MILK) FLAVOURING SUBSTANCES AND VITAMINS. (Numbers in brackets as per Intermational Numbering System) CONTAINS WHEAT, MILK AND SOY.			en:India	en:india
36903690	Maggie	Flour, Masala	545	Nestle	en:India	en:india
3696040169806	wine				en:India	en:india
3700009272466	Taboulé à l'orientale		Meals, Savory semolina dishes, Tabbouleh, Eastern tabbouleh		Inde, en:fr	en:france,en:india
3701367600007	Boulette d'énergie Match-Coco				en:in	en:india
3701367600014	Boulette d'énergie cacao cacahuete				en:in	en:india
3701367600021	Les Fabuleuses / Boulette d'énergie Pomme-Cannelle				en:in	en:india
3746135070422	ZINC MAGNESIUM ASPARTATE			Optimum Nutrition	India	en:india
3748663029255					en:india	en:india
3760010130667	Biere abbaye St Erwann 7°	Eau, malt d'_orge_, malt de _froment_, _millet_, _avoine_, sarrasin, _épeautre_, _seigle_, houblon, épices, levures.	Boissons,Boissons alcoolisées,Bières,Ales,Lagers,Produits artisanaux,en:Country specific beers,Alcools artisanaux,Bières françaises,Bières d'abbayes,Bières bretonnes,Bières artisanales,Bières blondes	Britt	France,Inde	en:france,en:india
3760034710883	Galette Oignon Lardon				en:India	en:india
3760287220122		Céréales cro torréfiée, beu SOURCE SANS G SUCRE SUPER NUTTY NON R ORICHE NGREDIENTS flocons davoine', pomme', beurre de cocohuete 13%, cacahuete grillée 8% , sucre de coco noix de coco rapée, huile de colza ingrédients issus de lagriculture biologique	Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner	nüMorning	France, en:india	en:france,en:india
3870003849862					en:India	en:india
38787102				Coca-Cola	en:India	en:india
3904102482986	Pedigree puppy chicken & milk 1kg		Open Pet Food Facts		India	en:india
3904425422553	Good Life Ragi Flour	Ragi	Ragi	Good Life	India	en:india
3907199011985					en:India	en:india
3924241220270					en:india	en:india
3924754000093	Drinking Water	Drinking Water, Copper Sulphate (0.00041%), Todized Salt.	Beverages, Waters	Tata Copper+	India	en:india
3927291800560					en:India	en:india
3928320616152	Ynot jubube		snacks	Ynot	India	en:india
3929005767473	KITCHEN TTREASURĘS Podi Puttu				en:India	en:india
3929007271008	grounut chutney				en:India	en:india
3940076132779	Multigrain Loaf Sourdough			The Bakers Dozen	en:India	en:india
3940152269504					en:india	en:india
3947042054639	Dhokla				en:India	en:india
3947063141424					en:india	en:india
3947460850578	Lipton GREEN TEA HONEY LEMON				en:India	en:india
3948058005752					en:India	en:india
3948058014822	Maggi Pazzta Masala Penne				en:India	en:india
3948058014839	Maggi Pazzta Cheese Macaroni				en:India	en:india
3948063004139	GOOD DAY (chocochip cookies)			britania	en:India	en:india
3948063017634	BRITANNIA CHASKA MASKA				en:India	en:india
3948063028227	Britannia nice time				en:India	en:india
3948063031869	britania treat				en:India	en:india
3948063032446	Britannia Treat croissant coco				en:India	en:india
3948063032453	Britannia Treat croissant vanilla				en:India	en:india
3948063032699	TREAT				en:India	en:india
3948063032941	Treat Creme Wafers (Double Choco)			Britannia	en:India	en:india
3948063035256					en:India	en:india
3948063092822	BRITANNIA GOOD DAY 10/-				en:India	en:india
3948063093416					en:india	en:india
3948063139190	bourbon		Mono unsaturated fatty acid 7.7g	britannia	en:India	en:india
3948063139213	BRITANNIA BOURBON			BRITANNIA	en:India	en:india
3948063139329					en:india	en:india
3948063139374			Biscuits		en:India	en:india
3948063142022	Britannia nutri choice (250g)				en:India	en:india
3948063142213	nutri Oats				en:India	en:india
3948063142626	BRITANNIA nutri choice Digestíve				en:India	en:india
3948063142695			Biscuit (cookie) vitamins and chemical elements content guaranteed		en:india	en:india
3948063142855	Nutri Choice	Wheat flour (atta) (61%), Refined Palm Oil, sweeteners [965(i) & (ii) and 955], WHEAT BRAN (5.4%), RAISING AGENTS [503(ii) & 500(ii)], MALTODEXTRIN, MILK SOLIDS, IODISED SALT, EMULSIFIERS [322(i), 471 & 472e), MALT EXTRACT, NATURE &ii) AND 955),  IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES, ANTIOXIDANT (307c). DOUGH CONDITIONER (223) AND SPICE.	Bisc	Britannia	en:india	en:india
3948063154025	Nutri choise essentials	RAGI FLOUR (33%), REFINED WHEAT FLOUR (28% ) , EDIBLE VEGETABLE OIL (PALM), MALTITOL (965), INULIN, MILK SOLIDS, MALTODEXTRIN, NATURAL FRUIT FIBER (APPLE-1.6%), RAISING AGENTS [503(,500(),4500), EDIBLE COMMON SALT EMULSIFIERS (322,412,472e,471), CINNAMON (0.5% ), DOUGH CONDITIONER (223) AND SWEETENER (955) Aumbers in brackets as per intemational Numbering System) CONTAINS ADDED FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (BUTTER, MILK MASALA & VANILLA]	en:biscuits	Britannia	India	en:india
3948063155619	BRITANNIA marie GOLD			Britannia	en:India	en:india
3948063158085	Chunkies Choco Chip Cookies			Good Day	en:India	en:india
3948063160293	Pure magic chocolush			Britannia	en:India	en:india
3948063160378	BRITANNIA Magic				en:India	en:india
3948063161429	Pure magic chocolush				en:India	en:india
3948063164291	Tiger				en:India	en:india
3948063365100	choco marble cake				en:India	en:india
3948063365889	Britannia orange Gobbles cake 28gm				en:India	en:india
3948063365964					en:india	en:india
3948071701389				Hershey's	en:India	en:india
3948088129831					en:India	en:india
3948207001635				Dabur	en:India	en:india
3948207014147					en:India	en:india
3948207019234	Hajmola anaardana 120Tabs	Mfg 03/21			en:India	en:india
3948207025716	Chyawanprash	STORAGE STORECOOL AN RY PLACE Ayurvedio Medlelne & VA&P SAwateha Prakaran COMPOSITION: Egch 100g is prepared from Ext derived from hefollowing Petale Stereospermum suaveolens, St Bk.) Agnimantha (Clerodendrum phlomldis, St. Bl Gambhari (Gmellina arborea, St. Bk.), BIva (Aegle marmelos, St. Bk.), Shyonaka (Oroxylum Indicum, St. Bk.), Gokshura (Trbulus terrestris Fr), Shalaparnl (Desmodlum gangetiqum, Pl Prishniparni (Urarla plcta, PL.), Brihati (Solanum Indlcum, Pl.), Kantakarl (Solanum surattense PL, Plppall (Piper longum, Fr), Karkatshringi (Pistacla integerrima, G.), Draksha (Vitis vinifera, Dr.Fr.), Guduchl (Tinospora cordifolla, St.), Harltaki (Terminalla chebula, P), Bala (Sida cordifolla, Rt.), Tamalakl (Phyllanthus niruri, PL), Vasa (Adhatoda vasica, Lf), Jiwanti (Leptadenla reticulata, Pl.), Shatl (Hedychlum spicatum, Rz.), Musta (Cyperus rotundus, Rz.), Pushkara (Inula recemosa, Rt.), Kakanaslka (Martynla annua, Fr.), Mudgaparni (Phaseolus trilobus, PL), Mashaparmi (Teramnus lablalls, PL) Vidari (Pueraria tuberosa, Rt. Tr), Punarnava (Boerhavia diffusa, Rt.), Utpala (Nymphaea stellata, FL.), Sukshamalla (Elettaria cardamomum, Fr), Agaru (CInnamomum zeylanicum - official substitute, St.Bk.), Shwata Chandan (Santalum album, Ht. Wd), Rdthi (Dloscorea bulbifera-tal substitute, Rt. Tr) Vriddhi (Dioscorea bulbifera-official substitute, Rt. Tr), Meda (Asparagus recemosus-official substitute, RL)Maameda (Asparagus recemosus official substitute, Rt.), Jivaka (Pueraria tuberosa-officlal substitute, Rt. T Rishabhak (Puerarla tuberosa officlal substitute,Rt. Tr.), Kakoll (Withanla somnifera official substitute, Rt.), Kshlrkakoll (Withania Somnifera-official substitute, Rt.) each 0.398g and Amalaki (Emblica officinalls, Fr., Fr. Pulp 90.0g, Ghrita, Tila tail (Sesamum Indicum, ol each 1.38g, Sharkara 59.5g, Madhu 4.76g and Powder of the following-Pippall (Plper longn P) 0.79g, Vamsha (Bambusa bambos, SC 589, Tvak (Cinnamomum zeylanicum, St.Bk Sukshamaila (Elettaria cardamomunm, h Tvakpatra (Cinnamomum tamala, Lf) Nagkesara (Mesua ferrea, Stmn.), Abhrak Bhasma each 0.10. Mukta Pishti 0.08 Akarkarabha (Anacyclus pyrethrum, RL) 0.1200 Lavenga (Syzyglum aromaticum, RBd G.1288, Kumkum (Crocus sativus, Sty/S1g 9.0075g. Preservative-Sodlum Benzoate		Dabur	Belgium, India	en:belgium,en:india
3948207035500	Dabur Homemade				en:India	en:india
3948207040337	Dabur chyawanprash		Ayurvedic supplements		en:India	en:india
3948220563158	Baidyanath Bhringarajasav	Each 10ml Contains: Bhringraj Kadha 18.1 ml, Harad - 127 mg, Pipal, Jaiphala, Lavang, Dalchini, Elaichi Badi, Tejpatra, Nagkeshar - 32mg Peach, Dhataki - 253 mg, Asav Base - Q.S., Permitted Preservatives & Excipients - Q.S.		Baidyanath	India	en:india
3948233030517					India	en:india
3948246005373	Tomato Ketchup		Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup	Del Monte	en:India	en:india
3948246006660	Foodcraft Fusilli		Pastas	Del Monte	India	en:india
3948246007520					en:India	en:india
3948248114257	zandu fast relief 45ml				en:India	en:india
3948248240284	Kesh king340ml				en:India	en:india
3948248702034	Zandu kesari jeevan				en:India	en:india
3948248703246	Zandu chavanprash				en:India	en:india
3948248773003					en:India	en:india
3948262020091					en:India	en:india
3948262150088	Homogenised Toned Milk			Amul Taaza	en:India	en:india
3948262151863	Amul Fresh cream 250ml				en:India	en:india
3948262152181					en:india	en:india
3948262152211					en:India	en:india
3948262152242					en:India	en:india
3948262152334	KOOL ROYAL ELAICHI			Amul	en:India	en:india
3948262153201	Amul Kool Cafe Classic			Amul	en:India	en:india
3948262153300			Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks,flavoured cocoa		en:India	en:india
3948262180115	Amul Malai Paneer			Amul	en:India	en:india
3948262200196	amul butter masti 15				en:India	en:india
3948262211062	Masti Dahi		Yogurts	Amul	en:India	en:india
3948262220965	AMUL PIZZA				en:India	en:india
3948288310404	vicco vajradanti				en:India	en:india
3948440013792	Eastern Mutton Masala			Eastern	en:India	en:india
3948453042215					en:India	en:india
3948491002912	Chips Schezwan			Kurkure	en:India	en:india
3948491405003	Plain		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps	Uncle Chipps	India	en:india
3948537006010	Daawat rozana gold 1kg (11)				en:India	en:india
3948537078321	Daawat Biryani Kit Hyderabadi	RICE - Basmati Rice BIRYANI PASTE - Water, Curd, Edible Vegetable Oil (Sunflower), Onion (Fresh and Dehydrated), Tomato, Edible Common Salt, Green Chilli, Garlic, Ginger, Coriander Leaves, Spices and Condiments (Cardamom, Cumin, Fennel, Cinnamon, Clove, Mace, Bay Leaf, Black Cardamom (0.04%), Nutmeg and Black Pepper), Kewra Water, Rose Water, Flavor Enhancers (INS 627, INS 631), Red Chilli Powder (0.5%), Coriander Seed Powder (0.4%), Turmeric Powder, Spice Extract (Paprika), Flavours - Natural and Nature Identical, Hydrolyzed Vegetable Protein (Soya) and Acidity Regulator (INS 330). WHOLE SPICES - Cinnamon Sticks, Green Cardamom, Bay Leaf, Clove and Black Pepper (0.1%). RAITA SEASONING - Spices and Condiments (Cumin, Chilli, Coriander, Dried Ginger), Maltodextrin (Corn), Natural and Nature Identical Flavouring Substances, Edible Common Salt, Cane Sugar, Dehydrated Garlic, Dehydrated Onion Powder, Black Salt, Hydrolyzed Vegetable Protein (Soya), Dried Mango Powder, Dehydrated Parsley and Anticaking Agent (INS 551).	Plant-based foods and beverages,Plant-based foods,Condiments,Spices,Spice Mix	Daawat	India	en:india
3948548310564	everyuth nourishing cocoa 500ml				en:India	en:india
3948548311370			No added sugar made with oats and quinoa		en:india	en:india
3948571000203					en:India	en:india
3948571010790	Lemon Flavour Fruit Salt			ENO	Índia	en:india
3948595961443	Chings veg soup				en:India	en:india
3948595971237	Chinese sweet corn 🌽  veg				en:India	en:india
3948648092599	Mother dairy paneer				en:India	en:india
3948648094746					en:India	en:india
3948662024668					en:India	en:india
3948662029199	Suhana Palak Paneer mix				en:India	en:india
3948662037910	SUHANA MISAL MASALA	Chilli, coriander, edible common salt, coconut, sesame, onion, refined cottonseed oil, turmeric spices and condiments			en:India	en:india
3948662038351	suhana mutton gravy				en:India	en:india
3948689031298	blue curcao			malas	en:India	en:india
3948719100369	Hide And Seek	Wheat Floor, Chocolate, Sugar Palm Oil, Invert Sugar Syrup, Iodised Salt,	Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Dry biscuits	Parle	en:IN	en:india
3948719105913	Hide and seek	Added sugar	Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Dry biscuits, Food, en:chocolate-biscuits	Parle platina	en:india	en:india
3948719112683	Ganesh Kumar				en:India	en:india
3948719122644	Parle happy happy 400g(10)				en:India	en:india
